time_temporada_id,team_long_name,season,saldo_medio,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,cluster
Dundee United_2013/2014,Dundee United,2013/2014,0.39473684210526316,53,52,55,53,42,41,41,52,4
Dundee United_2014/2015,Dundee United,2014/2015,0.05263157894736842,60,60,52,55,38,41,40,52,4
Dundee United_2015/2016,Dundee United,2015/2016,-0.6578947368421053,60,53,55,49,45,48,42,53,4
Dunfermline Athletic_2011/2012,Dunfermline Athletic,2011/2012,-1.105263157894737,55,60,46,68,54,42,43,63,4
SD Eibar_2014/2015,SD Eibar,2014/2015,-0.5526315789473685,62,52,60,55,64,37,56,49,2
SD Eibar_2015/2016,SD Eibar,2015/2016,-0.3157894736842105,62,52,59,55,52,37,56,49,4
Eintracht Braunschweig_2013/2014,Eintracht Braunschweig,2013/2014,-0.9117647058823529,68,54,62,66,67,57,47,53,2
Eintracht Frankfurt_2009/2010,Eintracht Frankfurt,2009/2010,-0.20588235294117646,60,35,35,70,60,65,30,45,4
Eintracht Frankfurt_2010/2011,Eintracht Frankfurt,2010/2011,-0.5294117647058824,52,43,62,62,41,48,50,53,3
Eintracht Frankfurt_2013/2014,Eintracht Frankfurt,2013/2014,-0.5,41,34,47,45,48,46,45,57,3
Eintracht Frankfurt_2014/2015,Eintracht Frankfurt,2014/2015,-0.17647058823529413,63,42,57,50,52,43,46,55,4
Eintracht Frankfurt_2015/2016,Eintracht Frankfurt,2015/2016,-0.5294117647058824,51,38,47,58,40,48,42,55,3
Elche CF_2013/2014,Elche CF,2013/2014,-0.5263157894736842,55,73,53,54,57,49,51,58,2
Elche CF_2014/2015,Elche CF,2014/2015,-0.7105263157894737,55,69,53,54,57,49,51,58,2
Empoli_2014/2015,Empoli,2014/2015,-0.15789473684210525,63,39,66,67,51,53,57,54,2
Empoli_2015/2016,Empoli,2015/2016,-0.23684210526315788,66,36,59,64,63,46,66,48,2
RCD Espanyol_2009/2010,RCD Espanyol,2009/2010,-0.4473684210526316,55,40,70,55,70,70,50,60,2
RCD Espanyol_2010/2011,RCD Espanyol,2010/2011,-0.23684210526315788,68,55,72,70,54,51,58,56,2
RCD Espanyol_2011/2012,RCD Espanyol,2011/2012,-0.2631578947368421,46,44,52,60,40,37,40,45,4
RCD Espanyol_2013/2014,RCD Espanyol,2013/2014,-0.2631578947368421,50,44,52,60,40,37,40,45,4
RCD Espanyol_2014/2015,RCD Espanyol,2014/2015,-0.10526315789473684,50,44,52,60,40,37,40,45,4
RCD Espanyol_2015/2016,RCD Espanyol,2015/2016,-0.8947368421052632,50,44,52,60,40,37,40,45,4
Estoril Praia_2013/2014,Estoril Praia,2013/2014,0.5333333333333333,66,52,47,53,39,46,49,55,3
Estoril Praia_2014/2015,Estoril Praia,2014/2015,-0.5294117647058824,66,52,47,53,39,46,49,55,3
Estoril Praia_2015/2016,Estoril Praia,2015/2016,-0.029411764705882353,59,52,47,53,39,46,49,55,3
KAS Eupen_2010/2011,KAS Eupen,2010/2011,-0.7333333333333333,50,55,50,55,55,50,50,55,4
Everton_2009/2010,Everton,2009/2010,0.2894736842105263,60,65,60,70,45,40,70,40,2
Everton_2010/2011,Everton,2010/2011,0.15789473684210525,60,50,55,70,55,55,65,60,2
Everton_2011/2012,Everton,2011/2012,0.2631578947368421,56,56,48,57,56,50,50,60,2
Everton_2013/2014,Everton,2013/2014,0.5789473684210527,58,62,48,59,32,41,44,59,3
Everton_2014/2015,Everton,2014/2015,-0.05263157894736842,61,42,39,59,48,52,58,60,3
Everton_2015/2016,Everton,2015/2016,0.10526315789473684,43,40,39,33,63,52,58,59,3
Évian Thonon Gaillard FC_2011/2012,Évian Thonon Gaillard FC,2011/2012,-0.02631578947368421,53,44,52,52,64,47,56,50,2
Évian Thonon Gaillard FC_2013/2014,Évian Thonon Gaillard FC,2013/2014,-0.3157894736842105,53,44,52,52,64,47,56,50,2
Évian Thonon Gaillard FC_2014/2015,Évian Thonon Gaillard FC,2014/2015,-0.5526315789473685,61,44,52,61,48,47,56,50,3
Excelsior_2010/2011,Excelsior,2010/2011,-0.6176470588235294,73,59,77,33,52,25,47,33,4
Excelsior_2011/2012,Excelsior,2011/2012,-1.411764705882353,47,52,63,45,37,23,30,32,1
Excelsior_2015/2016,Excelsior,2015/2016,-0.7647058823529411,53,69,48,45,43,29,41,36,4
Falkirk_2009/2010,Falkirk,2009/2010,-0.6842105263157895,70,70,60,70,70,60,70,70,2
1. FC Köln_2009/2010,1. FC Köln,2009/2010,-0.2647058823529412,55,65,65,40,60,45,55,70,2
1. FC Köln_2010/2011,1. FC Köln,2010/2011,-0.4411764705882353,58,71,42,39,50,40,40,56,4
1. FC Köln_2011/2012,1. FC Köln,2011/2012,-1.0588235294117647,53,53,57,44,57,43,55,67,2
1. FC Köln_2014/2015,1. FC Köln,2014/2015,-0.17647058823529413,59,57,53,47,59,57,46,54,2
1. FC Köln_2015/2016,1. FC Köln,2015/2016,-0.11764705882352941,59,65,57,36,71,42,56,51,2
FC Groningen_2009/2010,FC Groningen,2009/2010,0.029411764705882353,41,32,40,47,69,30,30,30,1
FC Groningen_2010/2011,FC Groningen,2010/2011,0.38235294117647056,51,39,48,67,62,43,44,49,4
FC Groningen_2011/2012,FC Groningen,2011/2012,-0.5882352941176471,44,41,48,64,42,49,47,53,3
FC Groningen_2013/2014,FC Groningen,2013/2014,0.11764705882352941,44,44,56,58,42,49,47,53,3
FC Groningen_2014/2015,FC Groningen,2014/2015,-0.11764705882352941,48,38,57,59,45,49,47,53,3
FC Groningen_2015/2016,FC Groningen,2015/2016,-0.20588235294117646,55,55,57,59,54,49,47,53,4
FC Porto_2009/2010,FC Porto,2009/2010,1.4666666666666666,30,30,60,60,60,30,30,30,1
FC Porto_2010/2011,FC Porto,2010/2011,1.9,50,50,50,65,65,55,43,65,2
FC Porto_2011/2012,FC Porto,2011/2012,1.6666666666666667,52,53,56,72,68,61,49,60,2
FC Porto_2013/2014,FC Porto,2013/2014,1.0666666666666667,52,53,56,72,68,58,60,57,2
FC Porto_2014/2015,FC Porto,2014/2015,1.7941176470588236,52,53,56,66,68,58,60,60,2
FC Porto_2015/2016,FC Porto,2015/2016,1.088235294117647,70,53,56,66,68,58,60,60,2
FC Utrecht_2009/2010,FC Utrecht,2009/2010,0.17647058823529413,45,45,33,50,67,30,30,30,1
FC Utrecht_2010/2011,FC Utrecht,2010/2011,0.11764705882352941,66,45,41,69,72,34,57,34,4
FC Utrecht_2011/2012,FC Utrecht,2011/2012,-0.08823529411764706,47,52,52,54,52,45,49,47,4
FC Utrecht_2013/2014,FC Utrecht,2013/2014,-0.5588235294117647,47,52,52,54,60,45,49,47,4
FC Utrecht_2014/2015,FC Utrecht,2014/2015,-0.058823529411764705,50,52,55,49,52,45,49,47,4
FC Utrecht_2015/2016,FC Utrecht,2015/2016,0.2647058823529412,50,54,55,64,28,54,58,47,3
FC Vaduz_2015/2016,FC Vaduz,2015/2016,-0.4444444444444444,53,56,38,53,46,42,33,58,4
FC Zürich_2009/2010,FC Zürich,2009/2010,-0.08333333333333333,45,60,45,70,50,50,55,50,3
FC Zürich_2010/2011,FC Zürich,2010/2011,0.8333333333333334,48,56,49,61,55,54,49,60,2
FC Zürich_2011/2012,FC Zürich,2011/2012,-0.029411764705882353,62,46,50,50,54,47,43,56,4
FC Zürich_2013/2014,FC Zürich,2013/2014,-0.027777777777777776,62,46,50,50,54,47,43,56,4
FC Zürich_2014/2015,FC Zürich,2014/2015,0.19444444444444445,62,46,47,50,54,47,43,56,4
FC Zürich_2015/2016,FC Zürich,2015/2016,-0.6388888888888888,62,46,47,50,54,47,43,56,4
Feyenoord_2009/2010,Feyenoord,2009/2010,0.6764705882352942,30,30,44,41,46,30,30,30,1
Feyenoord_2010/2011,Feyenoord,2010/2011,-0.029411764705882353,47,53,43,33,32,48,59,53,3
Feyenoord_2011/2012,Feyenoord,2011/2012,0.9705882352941176,38,34,60,44,50,43,43,54,3
Feyenoord_2013/2014,Feyenoord,2013/2014,1.0588235294117647,44,44,48,62,50,43,43,40,4
Feyenoord_2014/2015,Feyenoord,2014/2015,0.5,54,60,48,67,50,43,43,40,4
Feyenoord_2015/2016,Feyenoord,2015/2016,0.6470588235294118,50,48,48,67,31,43,46,40,3
Fiorentina_2009/2010,Fiorentina,2009/2010,0.02631578947368421,67,30,50,60,60,45,30,60,4
Fiorentina_2010/2011,Fiorentina,2010/2011,0.13157894736842105,49,50,50,60,60,45,45,50,4
Fiorentina_2011/2012,Fiorentina,2011/2012,-0.17647058823529413,45,50,65,50,50,45,45,50,4
Fiorentina_2013/2014,Fiorentina,2013/2014,0.5526315789473685,53,51,64,51,53,47,47,51,4
Fiorentina_2014/2015,Fiorentina,2014/2015,0.39473684210526316,34,33,68,51,53,58,59,67,2
Fiorentina_2015/2016,Fiorentina,2015/2016,0.47368421052631576,34,33,68,51,53,58,59,61,2
SC Freiburg_2009/2010,SC Freiburg,2009/2010,-0.7058823529411765,50,30,30,70,60,55,50,50,3
SC Freiburg_2010/2011,SC Freiburg,2010/2011,-0.2647058823529412,50,47,47,41,34,41,42,50,3
SC Freiburg_2011/2012,SC Freiburg,2011/2012,-0.47058823529411764,52,61,62,50,42,30,50,39,4
SC Freiburg_2013/2014,SC Freiburg,2013/2014,-0.5294117647058824,59,38,55,39,43,53,62,37,3
SC Freiburg_2014/2015,SC Freiburg,2014/2015,-0.3235294117647059,39,48,55,33,44,59,60,39,3
Frosinone_2015/2016,Frosinone,2015/2016,-1.0789473684210527,63,46,51,50,50,55,57,47,3
Fulham_2009/2010,Fulham,2009/2010,-0.18421052631578946,60,70,70,70,50,40,35,40,4
Fulham_2010/2011,Fulham,2010/2011,0.15789473684210525,50,55,45,55,40,45,35,50,4
Fulham_2011/2012,Fulham,2011/2012,-0.07894736842105263,48,45,38,62,54,38,38,62,4
Fulham_2013/2014,Fulham,2013/2014,-1.1842105263157894,52,49,49,56,59,39,39,57,4
KRC Genk_2009/2010,KRC Genk,2009/2010,0.07142857142857142,45,45,50,35,60,70,65,70,3
KRC Genk_2010/2011,KRC Genk,2010/2011,1.2333333333333334,66,52,65,66,51,48,47,54,2
KRC Genk_2011/2012,KRC Genk,2011/2012,0.5333333333333333,53,55,55,48,56,47,45,55,4
KRC Genk_2014/2015,KRC Genk,2014/2015,0.3333333333333333,58,38,67,48,56,47,45,55,4
KRC Genk_2015/2016,KRC Genk,2015/2016,0.4,58,38,30,69,56,36,57,70,3
Genoa_2009/2010,Genoa,2009/2010,-0.10526315789473684,70,50,70,40,65,40,65,30,4
Genoa_2010/2011,Genoa,2010/2011,-0.05263157894736842,65,35,50,50,50,54,65,35,3
Genoa_2011/2012,Genoa,2011/2012,-0.5277777777777778,50,50,50,50,50,45,45,50,4
Genoa_2013/2014,Genoa,2013/2014,-0.23684210526315788,64,38,66,67,49,46,47,53,4
Genoa_2014/2015,Genoa,2014/2015,0.39473684210526316,64,68,66,53,49,23,47,53,4
Genoa_2015/2016,Genoa,2015/2016,-0.07894736842105263,64,68,66,45,23,27,47,53,4
KAA Gent_2009/2010,KAA Gent,2009/2010,0.6785714285714286,70,65,60,50,60,45,50,40,4
KAA Gent_2010/2011,KAA Gent,2010/2011,0.5666666666666667,55,55,54,74,56,61,39,38,4
KAA Gent_2011/2012,KAA Gent,2011/2012,0.9333333333333333,50,47,55,66,47,48,45,52,4
KAA Gent_2013/2014,KAA Gent,2013/2014,0.8333333333333334,50,37,28,66,34,50,53,40,3
KAA Gent_2014/2015,KAA Gent,2014/2015,0.7666666666666667,50,37,28,66,34,55,59,52,3
KAA Gent_2015/2016,KAA Gent,2015/2016,0.9,50,37,42,66,34,49,54,52,3
Getafe CF_2009/2010,Getafe CF,2009/2010,0.2631578947368421,30,35,35,50,70,40,30,50,1
Getafe CF_2010/2011,Getafe CF,2010/2011,-0.2894736842105263,54,45,38,54,57,59,39,66,3
Getafe CF_2011/2012,Getafe CF,2011/2012,-0.2894736842105263,25,40,58,42,52,49,45,47,3
Getafe CF_2013/2014,Getafe CF,2013/2014,-0.5,29,40,58,42,52,49,45,47,3
Getafe CF_2014/2015,Getafe CF,2014/2015,-0.8157894736842105,35,40,58,42,52,49,45,47,3
Getafe CF_2015/2016,Getafe CF,2015/2016,-0.7894736842105263,34,38,55,39,49,43,42,49,3
GFC Ajaccio_2015/2016,GFC Ajaccio,2015/2016,-0.5526315789473685,48,52,55,53,55,42,46,53,4
Gil Vicente FC_2011/2012,Gil Vicente FC,2011/2012,-0.36666666666666664,46,41,54,52,46,39,57,53,3
Gil Vicente FC_2013/2014,Gil Vicente FC,2013/2014,-0.4666666666666667,46,41,54,52,46,39,57,53,3
Gil Vicente FC_2014/2015,Gil Vicente FC,2014/2015,-1.0294117647058822,65,41,54,47,46,39,40,53,4
GKS Bełchatów_2009/2010,GKS Bełchatów,2009/2010,0.3333333333333333,30,50,45,40,70,65,70,65,2
GKS Bełchatów_2010/2011,GKS Bełchatów,2010/2011,-0.06666666666666667,47,27,45,51,54,48,60,37,3
GKS Bełchatów_2011/2012,GKS Bełchatów,2011/2012,-0.06666666666666667,52,67,52,73,50,47,45,35,4
Go Ahead Eagles_2014/2015,Go Ahead Eagles,2014/2015,-0.8823529411764706,55,42,37,42,53,43,47,51,3
Górnik Łęczna_2015/2016,Górnik Łęczna,2015/2016,-0.43333333333333335,41,59,41,44,54,52,47,50,3
Polonia Bytom_2010/2011,Polonia Bytom,2010/2011,-0.13333333333333333,46,38,36,33,53,53,54,55,3
Granada CF_2011/2012,Granada CF,2011/2012,-0.5526315789473685,48,37,72,76,52,49,45,68,2
Granada CF_2013/2014,Granada CF,2013/2014,-0.631578947368421,52,37,72,76,52,49,45,68,2
Granada CF_2014/2015,Granada CF,2014/2015,-0.9210526315789473,52,37,67,68,52,49,45,64,2
Granada CF_2015/2016,Granada CF,2015/2016,-0.6052631578947368,57,59,61,63,51,48,45,62,2
Grasshopper Club Zürich_2009/2010,Grasshopper Club Zürich,2009/2010,0.6111111111111112,30,50,55,70,55,40,60,60,2
Grasshopper Club Zürich_2010/2011,Grasshopper Club Zürich,2010/2011,-0.25,67,53,55,66,63,43,48,62,2
Grasshopper Club Zürich_2011/2012,Grasshopper Club Zürich,2011/2012,-1.0,50,54,52,54,46,36,43,47,4
Grasshopper Club Zürich_2013/2014,Grasshopper Club Zürich,2013/2014,0.6666666666666666,50,54,52,54,46,36,43,47,4
Grasshopper Club Zürich_2014/2015,Grasshopper Club Zürich,2014/2015,-0.16666666666666666,50,54,52,54,46,36,43,47,4
Grasshopper Club Zürich_2015/2016,Grasshopper Club Zürich,2015/2016,0.25,50,54,52,54,46,36,43,47,4
Grenoble Foot 38_2009/2010,Grenoble Foot 38,2009/2010,-0.7894736842105263,70,70,65,60,70,70,55,70,2
En Avant de Guingamp_2013/2014,En Avant de Guingamp,2013/2014,-0.21052631578947367,52,48,53,49,59,46,43,49,4
En Avant de Guingamp_2014/2015,En Avant de Guingamp,2014/2015,-0.3684210526315789,63,48,53,49,48,43,47,49,4
En Avant de Guingamp_2015/2016,En Avant de Guingamp,2015/2016,-0.23684210526315788,63,58,42,56,36,49,47,49,3
Hamburger SV_2009/2010,Hamburger SV,2009/2010,0.4411764705882353,70,60,70,60,70,70,45,60,2
Hamburger SV_2010/2011,Hamburger SV,2010/2011,-0.17647058823529413,52,29,61,58,54,60,55,52,2
Hamburger SV_2011/2012,Hamburger SV,2011/2012,-0.6470588235294118,46,40,60,55,39,55,47,48,3
Hamburger SV_2013/2014,Hamburger SV,2013/2014,-0.7058823529411765,34,38,34,59,48,45,35,58,3
Hamburger SV_2014/2015,Hamburger SV,2014/2015,-0.7352941176470589,45,58,60,73,62,45,32,63,2
Hamburger SV_2015/2016,Hamburger SV,2015/2016,-0.17647058823529413,42,52,62,58,47,44,41,49,4
Hamilton Academical FC_2009/2010,Hamilton Academical FC,2009/2010,-0.18421052631578946,70,70,70,70,60,60,65,70,2
Hamilton Academical FC_2010/2011,Hamilton Academical FC,2010/2011,-0.9210526315789473,66,52,52,53,34,46,47,52,3
Hamilton Academical FC_2015/2016,Hamilton Academical FC,2015/2016,-0.5526315789473685,48,47,73,53,71,55,48,52,2
Hannover 96_2009/2010,Hannover 96,2009/2010,-0.7058823529411765,55,70,65,45,65,70,70,70,2
Hannover 96_2010/2011,Hannover 96,2010/2011,0.11764705882352941,55,56,55,43,53,39,37,53,4
Hannover 96_2011/2012,Hannover 96,2011/2012,-0.11764705882352941,65,58,63,44,64,39,45,47,4
Hannover 96_2013/2014,Hannover 96,2013/2014,-0.38235294117647056,78,58,66,39,41,39,48,47,4
Hannover 96_2014/2015,Hannover 96,2014/2015,-0.47058823529411764,48,38,38,51,40,37,48,56,3
Hannover 96_2015/2016,Hannover 96,2015/2016,-0.9117647058823529,48,41,38,51,40,35,50,61,3
Heart of Midlothian_2009/2010,Heart of Midlothian,2009/2010,-0.2894736842105263,70,70,70,70,70,60,70,70,2
Heart of Midlothian_2010/2011,Heart of Midlothian,2010/2011,0.21052631578947367,66,53,53,68,66,56,68,66,2
Heart of Midlothian_2011/2012,Heart of Midlothian,2011/2012,0.05263157894736842,55,62,55,60,60,50,52,57,2
Heart of Midlothian_2013/2014,Heart of Midlothian,2013/2014,-0.5263157894736842,52,53,59,60,64,52,53,57,2
Heracles Almelo_2009/2010,Heracles Almelo,2009/2010,0.14705882352941177,30,45,31,43,59,30,30,30,1
Heracles Almelo_2010/2011,Heracles Almelo,2010/2011,0.2647058823529412,69,45,40,70,45,36,66,34,4
Heracles Almelo_2011/2012,Heracles Almelo,2011/2012,-0.29411764705882354,43,27,55,58,60,33,43,47,4
Heracles Almelo_2013/2014,Heracles Almelo,2013/2014,-0.4117647058823529,39,32,40,42,66,47,43,47,4
Heracles Almelo_2014/2015,Heracles Almelo,2014/2015,-0.5,46,32,48,58,59,60,62,47,3
Heracles Almelo_2015/2016,Heracles Almelo,2015/2016,-0.058823529411764705,50,61,48,58,59,60,62,47,2
Hércules Club de Fútbol_2010/2011,Hércules Club de Fútbol,2010/2011,-0.631578947368421,54,55,53,40,59,48,58,53,4
Hertha BSC Berlin_2009/2010,Hertha BSC Berlin,2009/2010,-0.6470588235294118,60,50,45,55,55,55,30,55,4
Hertha BSC Berlin_2011/2012,Hertha BSC Berlin,2011/2012,-0.7647058823529411,48,45,45,51,46,50,50,55,3
Hertha BSC Berlin_2013/2014,Hertha BSC Berlin,2013/2014,-0.23529411764705882,40,55,63,46,63,50,38,55,4
Hertha BSC Berlin_2014/2015,Hertha BSC Berlin,2014/2015,-0.47058823529411764,68,55,51,59,59,41,60,51,2
Hertha BSC Berlin_2015/2016,Hertha BSC Berlin,2015/2016,0.0,47,55,59,68,45,50,45,57,4
Hibernian_2009/2010,Hibernian,2009/2010,0.07894736842105263,70,70,60,70,70,60,70,70,2
Hibernian_2010/2011,Hibernian,2010/2011,-0.5789473684210527,48,51,52,64,52,47,47,51,4
Hibernian_2011/2012,Hibernian,2011/2012,-0.7105263157894737,55,44,46,48,44,42,40,40,4
Hibernian_2013/2014,Hibernian,2013/2014,-0.5263157894736842,60,46,58,48,44,47,46,60,3
TSG 1899 Hoffenheim_2009/2010,TSG 1899 Hoffenheim,2009/2010,0.058823529411764705,70,30,70,55,55,65,70,65,2
TSG 1899 Hoffenheim_2010/2011,TSG 1899 Hoffenheim,2010/2011,0.0,75,35,72,51,68,68,50,52,2
TSG 1899 Hoffenheim_2011/2012,TSG 1899 Hoffenheim,2011/2012,-0.17647058823529413,61,53,42,62,54,47,59,40,4
TSG 1899 Hoffenheim_2013/2014,TSG 1899 Hoffenheim,2013/2014,0.058823529411764705,32,53,36,62,64,47,52,45,4
TSG 1899 Hoffenheim_2014/2015,TSG 1899 Hoffenheim,2014/2015,-0.17647058823529413,68,63,68,38,55,56,57,54,2
TSG 1899 Hoffenheim_2015/2016,TSG 1899 Hoffenheim,2015/2016,-0.4411764705882353,69,53,66,62,59,63,61,38,2
Hull City_2009/2010,Hull City,2009/2010,-1.0789473684210527,65,60,70,70,55,70,70,70,2
Hull City_2013/2014,Hull City,2013/2014,-0.39473684210526316,63,48,38,60,54,34,37,46,4
Hull City_2014/2015,Hull City,2014/2015,-0.47368421052631576,56,51,54,60,48,38,37,46,4
FC Ingolstadt 04_2015/2016,FC Ingolstadt 04,2015/2016,-0.2647058823529412,55,46,47,53,51,37,48,49,4
Inter_2009/2010,Inter,2009/2010,1.0789473684210527,55,55,50,55,70,50,60,55,2
Inter_2010/2011,Inter,2010/2011,0.7105263157894737,55,50,50,55,65,50,60,55,2
Inter_2011/2012,Inter,2011/2012,0.08108108108108109,45,50,65,50,65,35,55,35,4
Inter_2013/2014,Inter,2013/2014,0.6052631578947368,67,67,68,52,66,36,57,38,2
Inter_2014/2015,Inter,2014/2015,0.2894736842105263,67,67,68,69,66,23,57,34,2
Inter_2015/2016,Inter,2015/2016,0.3157894736842105,58,54,56,60,53,47,49,63,2
Inverness Caledonian Thistle_2010/2011,Inverness Caledonian Thistle,2010/2011,0.21052631578947367,36,67,66,37,51,37,57,36,4
Inverness Caledonian Thistle_2011/2012,Inverness Caledonian Thistle,2011/2012,-0.47368421052631576,61,59,48,52,54,40,40,46,4
Inverness Caledonian Thistle_2013/2014,Inverness Caledonian Thistle,2013/2014,0.0,35,54,56,54,61,47,46,46,4
Inverness Caledonian Thistle_2014/2015,Inverness Caledonian Thistle,2014/2015,0.2631578947368421,61,59,50,57,55,43,41,46,4
Inverness Caledonian Thistle_2015/2016,Inverness Caledonian Thistle,2015/2016,0.15789473684210525,48,32,57,48,69,44,44,51,4
Jagiellonia Białystok_2009/2010,Jagiellonia Białystok,2009/2010,0.06666666666666667,30,50,45,35,70,70,70,70,2
Jagiellonia Białystok_2010/2011,Jagiellonia Białystok,2010/2011,0.2,33,52,48,39,64,32,56,52,4
Jagiellonia Białystok_2011/2012,Jagiellonia Białystok,2011/2012,-0.3333333333333333,58,69,53,42,68,40,50,51,4
Jagiellonia Białystok_2013/2014,Jagiellonia Białystok,2013/2014,0.1,58,69,53,42,68,40,50,51,4
Jagiellonia Białystok_2014/2015,Jagiellonia Białystok,2014/2015,0.26666666666666666,38,38,53,27,66,57,56,49,3
Jagiellonia Białystok_2015/2016,Jagiellonia Białystok,2015/2016,-0.5666666666666667,66,38,53,33,66,57,56,49,4
Juventus_2009/2010,Juventus,2009/2010,-0.02631578947368421,45,35,45,55,70,50,35,70,4
Juventus_2010/2011,Juventus,2010/2011,0.2631578947368421,65,50,50,77,50,55,55,35,4
Juventus_2011/2012,Juventus,2011/2012,1.2857142857142858,50,35,65,65,50,35,55,35,4
Juventus_2013/2014,Juventus,2013/2014,1.5,39,33,51,63,72,66,67,36,2
Juventus_2014/2015,Juventus,2014/2015,1.263157894736842,26,24,64,53,72,23,67,36,1
Juventus_2015/2016,Juventus,2015/2016,1.4473684210526316,50,20,65,50,80,35,65,35,2
1. FC Kaiserslautern_2010/2011,1. FC Kaiserslautern,2010/2011,-0.08823529411764706,48,42,49,68,53,38,48,53,4
1. FC Kaiserslautern_2011/2012,1. FC Kaiserslautern,2011/2012,-0.8823529411764706,38,54,43,49,64,37,51,53,4
Kilmarnock_2009/2010,Kilmarnock,2009/2010,-0.5789473684210527,70,70,70,70,65,60,70,70,2
Kilmarnock_2010/2011,Kilmarnock,2010/2011,-0.05263157894736842,36,36,37,52,51,48,43,48,3
Kilmarnock_2011/2012,Kilmarnock,2011/2012,-0.4473684210526316,56,61,55,48,46,43,43,52,4
Kilmarnock_2013/2014,Kilmarnock,2013/2014,-0.5526315789473685,53,54,55,50,49,47,49,52,4
Kilmarnock_2014/2015,Kilmarnock,2014/2015,-0.39473684210526316,56,61,56,48,46,44,44,52,4
Kilmarnock_2015/2016,Kilmarnock,2015/2016,-0.6052631578947368,50,60,49,62,47,46,46,52,4
Korona Kielce_2009/2010,Korona Kielce,2009/2010,-0.2,30,45,45,35,70,50,70,50,3
Korona Kielce_2010/2011,Korona Kielce,2010/2011,-0.4666666666666667,67,66,49,49,69,57,48,67,2
Korona Kielce_2011/2012,Korona Kielce,2011/2012,0.16666666666666666,75,62,48,53,68,58,43,65,2
Korona Kielce_2013/2014,Korona Kielce,2013/2014,-0.16666666666666666,70,50,48,53,68,58,43,60,2
Korona Kielce_2014/2015,Korona Kielce,2014/2015,-0.26666666666666666,73,50,64,53,36,30,43,62,4
Korona Kielce_2015/2016,Korona Kielce,2015/2016,-0.16666666666666666,59,50,64,53,36,30,43,62,4
KV Kortrijk_2009/2010,KV Kortrijk,2009/2010,0.32142857142857145,50,60,50,50,50,60,60,65,3
KV Kortrijk_2010/2011,KV Kortrijk,2010/2011,-0.1,38,65,38,69,52,34,57,47,4
KV Kortrijk_2011/2012,KV Kortrijk,2011/2012,0.1,31,47,37,67,50,46,45,52,3
KV Kortrijk_2014/2015,KV Kortrijk,2014/2015,0.6333333333333333,42,47,37,67,30,46,45,52,3
KV Kortrijk_2015/2016,KV Kortrijk,2015/2016,-0.13333333333333333,42,47,37,67,30,46,45,52,3
KV Mechelen_2009/2010,KV Mechelen,2009/2010,-0.35714285714285715,65,60,50,40,50,60,70,60,3
KV Mechelen_2010/2011,KV Mechelen,2010/2011,0.13333333333333333,67,57,47,47,52,48,61,48,4
KV Mechelen_2011/2012,KV Mechelen,2011/2012,-0.3333333333333333,52,54,47,53,50,52,60,48,3
KV Mechelen_2014/2015,KV Mechelen,2014/2015,-0.06666666666666667,52,40,47,53,50,42,51,52,3
KV Mechelen_2015/2016,KV Mechelen,2015/2016,-0.06666666666666667,52,40,47,53,50,42,51,52,3
UD Las Palmas_2015/2016,UD Las Palmas,2015/2016,-0.21052631578947367,48,44,53,42,53,53,39,57,3
FC Lausanne-Sports_2011/2012,FC Lausanne-Sports,2011/2012,-0.9411764705882353,37,49,52,60,48,43,43,55,4
FC Lausanne-Sports_2013/2014,FC Lausanne-Sports,2013/2014,-0.9166666666666666,51,49,52,60,48,43,43,55,4
Lazio_2009/2010,Lazio,2009/2010,-0.10526315789473684,60,50,50,40,70,55,50,70,2
Lazio_2010/2011,Lazio,2010/2011,0.42105263157894735,60,35,50,35,51,45,50,35,4
Lazio_2011/2012,Lazio,2011/2012,0.2777777777777778,45,50,65,50,50,35,45,50,4
Lazio_2013/2014,Lazio,2013/2014,0.0,51,54,68,52,69,59,53,54,2
Lazio_2014/2015,Lazio,2014/2015,0.8378378378378378,49,54,68,63,69,59,53,54,2
Lazio_2015/2016,Lazio,2015/2016,0.0,68,55,68,80,72,59,66,65,2
Le Mans FC_2009/2010,Le Mans FC,2009/2010,-0.6052631578947368,70,45,65,60,65,70,60,70,2
Lecce_2010/2011,Lecce,2010/2011,-0.5263157894736842,50,50,50,60,52,30,55,65,4
Lecce_2011/2012,Lecce,2011/2012,-0.4,45,50,50,50,35,35,55,50,3
Lech Poznań_2009/2010,Lech Poznań,2009/2010,1.0333333333333334,40,35,45,40,70,60,55,45,3
Lech Poznań_2010/2011,Lech Poznań,2010/2011,0.4666666666666667,64,57,68,48,70,59,37,48,2
Lech Poznań_2011/2012,Lech Poznań,2011/2012,0.6666666666666666,67,54,56,62,67,47,47,63,2
Lech Poznań_2013/2014,Lech Poznań,2013/2014,0.7333333333333333,67,54,56,62,67,47,47,63,2
Lech Poznań_2014/2015,Lech Poznań,2014/2015,0.8333333333333334,67,54,56,62,67,47,47,63,2
Lech Poznań_2015/2016,Lech Poznań,2015/2016,-0.03333333333333333,57,40,59,70,67,50,58,45,2
Lechia Gdańsk_2009/2010,Lechia Gdańsk,2009/2010,-0.06666666666666667,30,45,45,35,70,70,70,65,2
