time_temporada_id,team_long_name,season,saldo_medio,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,cluster
Lechia Gdańsk_2010/2011,Lechia Gdańsk,2010/2011,0.03333333333333333,63,37,68,30,52,46,60,47,4
Lechia Gdańsk_2011/2012,Lechia Gdańsk,2011/2012,-0.3,44,52,50,53,68,49,48,65,2
Lechia Gdańsk_2013/2014,Lechia Gdańsk,2013/2014,0.03333333333333333,44,52,50,53,68,49,59,60,2
Lechia Gdańsk_2014/2015,Lechia Gdańsk,2014/2015,-0.03333333333333333,62,52,50,63,52,37,58,63,2
Lechia Gdańsk_2015/2016,Lechia Gdańsk,2015/2016,0.26666666666666666,62,52,66,59,58,51,58,40,2
Legia Warszawa_2009/2010,Legia Warszawa,2009/2010,0.4666666666666667,30,35,55,45,70,65,70,60,2
Legia Warszawa_2010/2011,Legia Warszawa,2010/2011,0.23333333333333334,67,35,55,36,53,59,48,66,3
Legia Warszawa_2011/2012,Legia Warszawa,2011/2012,0.8333333333333334,69,55,52,40,53,59,49,67,3
Legia Warszawa_2013/2014,Legia Warszawa,2013/2014,1.0,69,55,52,40,53,59,49,63,3
Legia Warszawa_2014/2015,Legia Warszawa,2014/2015,0.9,54,36,52,51,64,47,46,66,2
Legia Warszawa_2015/2016,Legia Warszawa,2015/2016,1.0,54,36,52,51,64,50,60,58,2
Leicester City_2014/2015,Leicester City,2014/2015,-0.23684210526315788,63,48,47,62,69,58,62,54,2
Leicester City_2015/2016,Leicester City,2015/2016,0.8421052631578947,63,60,47,64,46,58,65,55,2
Leixões SC_2009/2010,Leixões SC,2009/2010,-0.8666666666666667,30,30,50,50,65,30,30,30,1
RC Lens_2009/2010,RC Lens,2009/2010,-0.10526315789473684,30,30,60,50,70,70,60,70,2
RC Lens_2010/2011,RC Lens,2010/2011,-0.6052631578947368,65,50,50,65,65,45,55,50,2
RC Lens_2014/2015,RC Lens,2014/2015,-0.7631578947368421,64,49,49,53,34,46,44,49,3
Levante UD_2010/2011,Levante UD,2010/2011,-0.2894736842105263,68,56,69,55,58,37,47,54,2
Levante UD_2011/2012,Levante UD,2011/2012,0.10526315789473684,53,63,55,61,52,47,52,56,2
Levante UD_2013/2014,Levante UD,2013/2014,-0.21052631578947367,57,63,55,61,52,47,52,56,2
Levante UD_2014/2015,Levante UD,2014/2015,-0.868421052631579,57,63,55,61,52,47,52,56,2
Levante UD_2015/2016,Levante UD,2015/2016,-0.868421052631579,62,65,71,42,65,36,33,42,4
Lierse SK_2010/2011,Lierse SK,2010/2011,-1.0666666666666667,48,65,55,45,50,46,48,45,4
Lierse SK_2011/2012,Lierse SK,2011/2012,-0.4,69,58,56,52,61,45,49,65,2
Lierse SK_2013/2014,Lierse SK,2013/2014,-1.1666666666666667,69,58,56,52,61,38,49,65,2
Lierse SK_2014/2015,Lierse SK,2014/2015,-1.1,69,58,56,52,61,38,49,65,2
LOSC Lille_2009/2010,LOSC Lille,2009/2010,0.8421052631578947,70,60,50,45,55,55,70,55,2
LOSC Lille_2010/2011,LOSC Lille,2010/2011,0.8421052631578947,65,65,50,80,50,55,55,35,2
LOSC Lille_2011/2012,LOSC Lille,2011/2012,0.868421052631579,34,23,63,52,49,58,56,48,3
LOSC Lille_2013/2014,LOSC Lille,2013/2014,0.5263157894736842,34,42,63,52,49,47,42,48,4
LOSC Lille_2014/2015,LOSC Lille,2014/2015,0.02631578947368421,45,42,68,52,49,59,42,48,4
LOSC Lille_2015/2016,LOSC Lille,2015/2016,0.3157894736842105,45,43,68,52,64,59,42,48,2
Liverpool_2009/2010,Liverpool,2009/2010,0.6842105263157895,50,35,50,60,70,40,60,40,4
Liverpool_2010/2011,Liverpool,2010/2011,0.39473684210526316,60,50,40,45,60,55,55,50,3
Liverpool_2011/2012,Liverpool,2011/2012,0.18421052631578946,60,60,48,73,53,50,48,62,2
Liverpool_2013/2014,Liverpool,2013/2014,1.3421052631578947,39,44,42,34,54,59,52,61,3
Liverpool_2014/2015,Liverpool,2014/2015,0.10526315789473684,71,32,34,41,61,51,48,62,3
Liverpool_2015/2016,Liverpool,2015/2016,0.34210526315789475,66,45,34,34,46,51,52,61,3
Livorno_2009/2010,Livorno,2009/2010,-0.8947368421052632,30,30,30,30,55,30,30,30,1
Livorno_2013/2014,Livorno,2013/2014,-1.0,58,55,52,57,63,58,49,56,2
Widzew Łódź_2011/2012,Widzew Łódź,2011/2012,-1.0,66,72,70,61,54,32,32,62,4
Sporting Lokeren_2009/2010,Sporting Lokeren,2009/2010,-1.1428571428571428,60,60,50,40,50,65,65,70,3
Sporting Lokeren_2010/2011,Sporting Lokeren,2010/2011,0.23333333333333334,66,53,48,46,52,48,58,55,3
Sporting Lokeren_2011/2012,Sporting Lokeren,2011/2012,0.26666666666666666,67,52,51,50,50,45,52,52,4
Sporting Lokeren_2014/2015,Sporting Lokeren,2014/2015,0.2,62,52,42,50,62,45,52,52,4
Sporting Lokeren_2015/2016,Sporting Lokeren,2015/2016,-0.16666666666666666,62,52,42,50,62,45,52,52,4
FC Lorient_2009/2010,FC Lorient,2009/2010,0.3157894736842105,45,70,30,50,40,70,60,70,3
FC Lorient_2010/2011,FC Lorient,2010/2011,-0.05263157894736842,35,35,80,50,50,55,35,65,2
FC Lorient_2011/2012,FC Lorient,2011/2012,-0.3684210526315789,60,42,48,53,64,43,47,48,4
FC Lorient_2013/2014,FC Lorient,2013/2014,-0.13157894736842105,60,42,48,53,64,43,47,48,4
FC Lorient_2014/2015,FC Lorient,2014/2015,-0.15789473684210525,60,42,48,53,64,43,47,48,4
FC Lorient_2015/2016,FC Lorient,2015/2016,-0.2894736842105263,57,50,48,53,46,51,56,55,3
FC Luzern_2009/2010,FC Luzern,2009/2010,0.3055555555555556,45,60,45,70,60,40,45,50,4
FC Luzern_2010/2011,FC Luzern,2010/2011,0.1388888888888889,48,57,63,34,64,56,45,52,2
FC Luzern_2011/2012,FC Luzern,2011/2012,0.4117647058823529,46,48,51,53,55,48,47,50,4
FC Luzern_2013/2014,FC Luzern,2013/2014,-0.16666666666666666,46,48,51,53,55,48,47,50,4
FC Luzern_2014/2015,FC Luzern,2014/2015,0.2222222222222222,63,51,54,40,66,48,53,50,4
FC Luzern_2015/2016,FC Luzern,2015/2016,0.25,63,51,54,40,66,48,53,50,4
Olympique Lyonnais_2009/2010,Olympique Lyonnais,2009/2010,0.6842105263157895,60,40,70,45,70,70,60,70,2
Olympique Lyonnais_2010/2011,Olympique Lyonnais,2010/2011,0.5526315789473685,65,50,50,50,80,45,45,65,2
Olympique Lyonnais_2011/2012,Olympique Lyonnais,2011/2012,0.34210526315789475,49,52,49,54,67,46,47,47,4
Olympique Lyonnais_2013/2014,Olympique Lyonnais,2013/2014,0.3157894736842105,49,52,49,54,67,46,47,47,4
Olympique Lyonnais_2014/2015,Olympique Lyonnais,2014/2015,1.0263157894736843,49,52,49,54,67,46,47,47,4
Olympique Lyonnais_2015/2016,Olympique Lyonnais,2015/2016,0.631578947368421,49,52,49,54,67,46,47,47,4
1. FSV Mainz 05_2009/2010,1. FSV Mainz 05,2009/2010,-0.17647058823529413,45,40,45,70,70,50,70,50,2
1. FSV Mainz 05_2010/2011,1. FSV Mainz 05,2010/2011,0.38235294117647056,65,50,59,62,53,57,53,43,2
1. FSV Mainz 05_2011/2012,1. FSV Mainz 05,2011/2012,-0.11764705882352941,68,57,55,39,60,52,65,53,2
1. FSV Mainz 05_2013/2014,1. FSV Mainz 05,2013/2014,-0.058823529411764705,66,52,55,37,56,48,65,53,2
1. FSV Mainz 05_2014/2015,1. FSV Mainz 05,2014/2015,-0.058823529411764705,67,57,55,38,44,53,60,52,3
1. FSV Mainz 05_2015/2016,1. FSV Mainz 05,2015/2016,0.11764705882352941,60,53,49,40,44,55,62,47,3
Málaga CF_2009/2010,Málaga CF,2009/2010,-0.15789473684210525,60,55,40,45,70,45,65,45,4
Málaga CF_2010/2011,Málaga CF,2010/2011,-0.3684210526315789,58,54,54,55,61,45,47,54,4
Málaga CF_2011/2012,Málaga CF,2011/2012,0.02631578947368421,41,36,72,69,50,64,58,42,2
Málaga CF_2013/2014,Málaga CF,2013/2014,-0.18421052631578946,45,36,72,69,50,64,58,42,2
Málaga CF_2014/2015,Málaga CF,2014/2015,-0.15789473684210525,45,36,69,69,50,64,58,42,2
Málaga CF_2015/2016,Málaga CF,2015/2016,0.07894736842105263,42,36,41,40,50,47,37,52,3
RCD Mallorca_2009/2010,RCD Mallorca,2009/2010,0.39473684210526316,40,40,50,40,50,45,40,45,4
RCD Mallorca_2010/2011,RCD Mallorca,2010/2011,-0.39473684210526316,53,52,55,52,53,47,48,55,4
RCD Mallorca_2011/2012,RCD Mallorca,2011/2012,-0.10526315789473684,58,57,53,57,53,59,41,56,4
Manchester City_2009/2010,Manchester City,2009/2010,0.7368421052631579,70,60,55,70,70,45,55,45,2
Manchester City_2010/2011,Manchester City,2010/2011,0.7105263157894737,70,60,70,65,75,65,65,50,2
Manchester City_2011/2012,Manchester City,2011/2012,1.6842105263157894,45,55,40,38,48,50,60,54,3
Manchester City_2013/2014,Manchester City,2013/2014,1.7105263157894737,36,34,39,44,38,42,44,54,3
Manchester City_2014/2015,Manchester City,2014/2015,1.1842105263157894,59,29,32,49,62,42,44,54,3
Manchester City_2015/2016,Manchester City,2015/2016,0.7894736842105263,59,29,38,36,24,48,47,54,3
Manchester United_2009/2010,Manchester United,2009/2010,1.5263157894736843,70,45,45,70,65,40,50,40,4
Manchester United_2010/2011,Manchester United,2010/2011,1.0789473684210527,65,40,65,65,70,45,45,65,2
Manchester United_2011/2012,Manchester United,2011/2012,1.4736842105263157,46,54,46,60,55,40,50,56,4
Manchester United_2013/2014,Manchester United,2013/2014,0.5526315789473685,46,38,46,68,37,49,49,56,3
Manchester United_2014/2015,Manchester United,2014/2015,0.6578947368421053,46,54,49,72,56,42,41,56,4
Manchester United_2015/2016,Manchester United,2015/2016,0.3684210526315789,38,44,49,44,40,54,53,56,3
CS Marítimo_2009/2010,CS Marítimo,2009/2010,-0.03333333333333333,30,30,55,50,65,30,30,30,1
CS Marítimo_2010/2011,CS Marítimo,2010/2011,0.03333333333333333,30,30,55,60,50,49,45,50,3
CS Marítimo_2011/2012,CS Marítimo,2011/2012,0.1,38,44,54,76,55,38,49,46,4
CS Marítimo_2013/2014,CS Marítimo,2013/2014,-0.13333333333333333,38,44,54,76,55,38,49,46,4
CS Marítimo_2014/2015,CS Marítimo,2014/2015,0.029411764705882353,67,66,67,64,55,37,45,44,4
CS Marítimo_2015/2016,CS Marítimo,2015/2016,-0.5294117647058824,61,66,67,64,55,38,49,46,2
Olympique de Marseille_2009/2010,Olympique de Marseille,2009/2010,0.868421052631579,55,45,70,65,70,65,70,65,2
Olympique de Marseille_2010/2011,Olympique de Marseille,2010/2011,0.6052631578947368,65,35,65,65,80,55,55,65,2
Olympique de Marseille_2011/2012,Olympique de Marseille,2011/2012,0.10526315789473684,48,50,49,51,48,44,48,51,4
Olympique de Marseille_2013/2014,Olympique de Marseille,2013/2014,0.34210526315789475,48,50,49,77,64,44,48,54,2
Olympique de Marseille_2014/2015,Olympique de Marseille,2014/2015,0.8947368421052632,51,50,49,69,68,48,48,60,2
Olympique de Marseille_2015/2016,Olympique de Marseille,2015/2016,0.15789473684210525,51,41,49,69,31,48,48,60,3
FC Metz_2014/2015,FC Metz,2014/2015,-0.7894736842105263,55,49,49,54,53,46,54,50,4
AS Monaco_2009/2010,AS Monaco,2009/2010,-0.15789473684210525,35,55,65,55,45,70,65,70,2
AS Monaco_2010/2011,AS Monaco,2010/2011,-0.10526315789473684,65,50,65,35,50,35,55,50,4
AS Monaco_2013/2014,AS Monaco,2013/2014,0.8421052631578947,52,48,37,37,37,35,34,51,4
AS Monaco_2014/2015,AS Monaco,2014/2015,0.6578947368421053,52,48,37,37,37,35,34,51,4
AS Monaco_2015/2016,AS Monaco,2015/2016,0.18421052631578946,52,43,54,56,23,56,62,51,3
RAEC Mons_2011/2012,RAEC Mons,2011/2012,-0.16666666666666666,50,50,55,48,46,46,45,47,4
Montpellier Hérault SC_2009/2010,Montpellier Hérault SC,2009/2010,0.2631578947368421,35,35,55,35,70,70,70,70,2
Montpellier Hérault SC_2010/2011,Montpellier Hérault SC,2010/2011,-0.2894736842105263,50,50,35,50,50,35,55,65,3
Montpellier Hérault SC_2011/2012,Montpellier Hérault SC,2011/2012,0.8947368421052632,52,47,48,49,52,34,43,37,4
Montpellier Hérault SC_2013/2014,Montpellier Hérault SC,2013/2014,-0.21052631578947367,52,47,48,49,52,34,43,37,4
Montpellier Hérault SC_2014/2015,Montpellier Hérault SC,2014/2015,0.18421052631578946,52,47,48,49,52,53,56,48,3
Montpellier Hérault SC_2015/2016,Montpellier Hérault SC,2015/2016,0.05263157894736842,54,65,48,49,45,53,56,48,3
Moreirense FC_2015/2016,Moreirense FC,2015/2016,-0.47058823529411764,38,43,51,54,39,44,46,48,3
Motherwell_2009/2010,Motherwell,2009/2010,-0.05263157894736842,70,70,70,70,65,60,70,70,2
Motherwell_2010/2011,Motherwell,2010/2011,-0.5263157894736842,48,49,52,52,48,47,46,48,4
Motherwell_2011/2012,Motherwell,2011/2012,0.13157894736842105,70,55,40,46,60,38,42,62,4
Motherwell_2013/2014,Motherwell,2013/2014,0.10526315789473684,67,54,49,47,58,39,43,64,4
Motherwell_2014/2015,Motherwell,2014/2015,-0.6578947368421053,70,55,42,47,60,41,43,62,4
Motherwell_2015/2016,Motherwell,2015/2016,-0.42105263157894735,64,55,44,45,27,37,44,51,3
Royal Excel Mouscron_2015/2016,Royal Excel Mouscron,2015/2016,-0.4,50,50,50,50,50,45,45,50,4
NAC Breda_2009/2010,NAC Breda,2009/2010,-0.20588235294117646,30,35,35,40,60,30,30,30,1
NAC Breda_2010/2011,NAC Breda,2010/2011,-0.47058823529411764,33,44,35,40,60,42,47,54,3
NAC Breda_2011/2012,NAC Breda,2011/2012,-0.2647058823529412,40,48,48,47,42,43,48,50,3
NAC Breda_2013/2014,NAC Breda,2013/2014,-0.3235294117647059,58,53,48,47,46,43,48,50,4
NAC Breda_2014/2015,NAC Breda,2014/2015,-0.9411764705882353,46,54,32,42,42,43,39,50,3
CD Nacional_2009/2010,CD Nacional,2009/2010,-0.3333333333333333,45,30,60,55,50,30,30,30,1
CD Nacional_2010/2011,CD Nacional,2010/2011,-0.1,47,30,60,55,50,35,55,48,4
CD Nacional_2011/2012,CD Nacional,2011/2012,-0.06666666666666667,41,43,53,59,53,49,50,57,3
CD Nacional_2013/2014,CD Nacional,2013/2014,0.3333333333333333,41,43,53,59,53,49,50,57,3
CD Nacional_2014/2015,CD Nacional,2014/2015,-0.029411764705882353,41,43,53,44,53,42,42,57,4
CD Nacional_2015/2016,CD Nacional,2015/2016,-0.47058823529411764,65,43,53,44,53,42,42,57,4
AS Nancy-Lorraine_2009/2010,AS Nancy-Lorraine,2009/2010,-0.18421052631578946,65,40,60,70,30,70,70,70,3
AS Nancy-Lorraine_2010/2011,AS Nancy-Lorraine,2010/2011,-0.13157894736842105,35,35,35,65,35,35,55,50,3
AS Nancy-Lorraine_2011/2012,AS Nancy-Lorraine,2011/2012,-0.2631578947368421,49,49,52,53,67,43,46,50,4
FC Nantes_2013/2014,FC Nantes,2013/2014,-0.07894736842105263,46,51,52,44,49,47,51,54,3
FC Nantes_2014/2015,FC Nantes,2014/2015,-0.2894736842105263,63,48,52,55,49,47,51,54,4
FC Nantes_2015/2016,FC Nantes,2015/2016,-0.2894736842105263,63,56,52,55,46,39,41,52,4
Naval 1° de Maio_2009/2010,Naval 1° de Maio,2009/2010,-0.5,30,30,45,50,70,30,30,30,1
Naval 1° de Maio_2010/2011,Naval 1° de Maio,2010/2011,-0.8333333333333334,50,65,35,50,50,45,41,35,4
N.E.C._2009/2010,N.E.C.,2009/2010,-0.7058823529411765,32,30,35,40,60,30,30,30,1
N.E.C._2010/2011,N.E.C.,2010/2011,0.029411764705882353,47,46,48,78,32,33,54,31,4
N.E.C._2011/2012,N.E.C.,2011/2012,-0.08823529411764706,46,38,39,55,50,45,48,53,3
N.E.C._2013/2014,N.E.C.,2013/2014,-0.8235294117647058,46,41,52,37,57,45,48,53,4
Newcastle United_2010/2011,Newcastle United,2010/2011,-0.02631578947368421,55,50,60,50,60,45,45,50,4
Newcastle United_2011/2012,Newcastle United,2011/2012,0.13157894736842105,54,54,54,68,48,52,48,42,4
Newcastle United_2013/2014,Newcastle United,2013/2014,-0.42105263157894735,58,72,48,51,46,41,39,51,4
Newcastle United_2014/2015,Newcastle United,2014/2015,-0.6052631578947368,54,47,47,51,39,56,54,51,3
Newcastle United_2015/2016,Newcastle United,2015/2016,-0.5526315789473685,58,49,47,54,46,41,39,51,4
OGC Nice_2009/2010,OGC Nice,2009/2010,-0.42105263157894735,70,70,60,30,65,70,70,70,2
OGC Nice_2010/2011,OGC Nice,2010/2011,-0.39473684210526316,50,50,50,50,65,45,45,35,4
OGC Nice_2011/2012,OGC Nice,2011/2012,-0.18421052631578946,48,66,49,51,34,26,47,64,4
OGC Nice_2013/2014,OGC Nice,2013/2014,-0.3684210526315789,48,66,49,66,34,56,47,64,3
OGC Nice_2014/2015,OGC Nice,2014/2015,-0.23684210526315788,48,66,49,66,34,56,47,64,3
OGC Nice_2015/2016,OGC Nice,2015/2016,0.4473684210526316,48,53,49,66,38,57,47,61,3
Norwich City_2011/2012,Norwich City,2011/2012,-0.3684210526315789,63,61,42,76,62,40,50,42,4
Norwich City_2013/2014,Norwich City,2013/2014,-0.8947368421052632,70,70,56,67,48,40,43,53,4
Norwich City_2015/2016,Norwich City,2015/2016,-0.7368421052631579,45,55,46,54,47,38,39,51,4
Novara_2011/2012,Novara,2011/2012,-0.8333333333333334,55,50,50,50,50,35,45,50,4
1. FC Nürnberg_2009/2010,1. FC Nürnberg,2009/2010,-0.7647058823529411,45,50,40,70,70,55,55,40,2
1. FC Nürnberg_2010/2011,1. FC Nürnberg,2010/2011,0.058823529411764705,45,50,47,45,56,55,61,46,3
1. FC Nürnberg_2011/2012,1. FC Nürnberg,2011/2012,-0.3235294117647059,44,49,51,49,48,30,40,43,4
1. FC Nürnberg_2013/2014,1. FC Nürnberg,2013/2014,-0.9705882352941176,46,49,56,54,67,39,57,44,4
Odra Wodzisław_2009/2010,Odra Wodzisław,2009/2010,-0.6,30,45,45,40,70,70,70,65,2
S.C. Olhanense_2009/2010,S.C. Olhanense,2009/2010,-0.5,45,55,50,60,45,50,45,60,3
S.C. Olhanense_2010/2011,S.C. Olhanense,2010/2011,-0.3333333333333333,65,55,50,50,65,50,45,35,4
S.C. Olhanense_2011/2012,S.C. Olhanense,2011/2012,-0.06666666666666667,45,40,53,37,44,37,24,44,1
S.C. Olhanense_2013/2014,S.C. Olhanense,2013/2014,-0.9333333333333333,45,52,53,37,43,37,31,44,4
KV Oostende_2014/2015,KV Oostende,2014/2015,-0.4,52,54,45,42,53,42,47,44,4
KV Oostende_2015/2016,KV Oostende,2015/2016,0.36666666666666664,52,54,45,42,53,42,47,44,4
CA Osasuna_2009/2010,CA Osasuna,2009/2010,-0.23684210526315788,35,35,45,65,55,30,65,55,3
CA Osasuna_2010/2011,CA Osasuna,2010/2011,-0.02631578947368421,55,54,56,69,68,48,61,68,2
CA Osasuna_2011/2012,CA Osasuna,2011/2012,-0.4473684210526316,34,52,55,59,54,47,52,69,2
CA Osasuna_2013/2014,CA Osasuna,2013/2014,-0.7894736842105263,38,52,55,59,54,47,52,69,2
Oud-Heverlee Leuven_2011/2012,Oud-Heverlee Leuven,2011/2012,-0.6666666666666666,52,50,50,53,54,43,44,50,4
FC Paços de Ferreira_2009/2010,FC Paços de Ferreira,2009/2010,-0.16666666666666666,30,30,50,60,60,30,30,30,1
FC Paços de Ferreira_2010/2011,FC Paços de Ferreira,2010/2011,-0.23333333333333334,50,50,50,49,49,45,55,50,3
FC Paços de Ferreira_2011/2012,FC Paços de Ferreira,2011/2012,-0.6,38,39,52,53,52,36,39,68,4
FC Paços de Ferreira_2013/2014,FC Paços de Ferreira,2013/2014,-1.0333333333333334,50,39,52,53,52,36,39,64,4
FC Paços de Ferreira_2014/2015,FC Paços de Ferreira,2014/2015,-0.14705882352941177,38,39,52,53,52,36,39,64,4
FC Paços de Ferreira_2015/2016,FC Paços de Ferreira,2015/2016,0.029411764705882353,63,39,64,53,52,36,39,64,4
SC Paderborn 07_2014/2015,SC Paderborn 07,2014/2015,-1.0,73,55,52,48,63,33,55,53,4
Palermo_2009/2010,Palermo,2009/2010,0.3157894736842105,63,50,30,30,70,45,40,60,4
Palermo_2010/2011,Palermo,2010/2011,-0.13157894736842105,65,35,50,65,50,35,45,50,4
Palermo_2011/2012,Palermo,2011/2012,-0.2631578947368421,60,40,50,35,65,45,45,50,4
Palermo_2014/2015,Palermo,2014/2015,-0.05263157894736842,66,37,56,34,63,43,42,48,4
Palermo_2015/2016,Palermo,2015/2016,-0.7105263157894737,66,36,60,34,64,44,58,50,4
Paris Saint-Germain_2009/2010,Paris Saint-Germain,2009/2010,0.10526315789473684,50,65,40,65,55,70,70,70,2
Paris Saint-Germain_2010/2011,Paris Saint-Germain,2010/2011,0.39473684210526316,35,35,35,35,50,45,55,65,3
Paris Saint-Germain_2011/2012,Paris Saint-Germain,2011/2012,0.8947368421052632,49,41,62,52,60,49,46,52,4
Paris Saint-Germain_2013/2014,Paris Saint-Germain,2013/2014,1.605263157894737,49,41,62,52,60,49,46,52,4
Paris Saint-Germain_2014/2015,Paris Saint-Germain,2014/2015,1.236842105263158,49,55,62,61,68,57,53,56,2
Paris Saint-Germain_2015/2016,Paris Saint-Germain,2015/2016,2.1842105263157894,49,34,62,61,35,57,53,56,3
Parma_2009/2010,Parma,2009/2010,-0.13157894736842105,30,30,40,60,70,45,30,70,4
Parma_2010/2011,Parma,2010/2011,-0.21052631578947367,50,30,48,55,65,45,47,50,4
Parma_2011/2012,Parma,2011/2012,0.027777777777777776,45,35,50,65,50,45,45,50,4
Parma_2013/2014,Parma,2013/2014,0.3157894736842105,48,33,46,62,45,39,43,46,4
Parma_2014/2015,Parma,2014/2015,-1.105263157894737,48,33,69,62,45,54,66,46,2
Partick Thistle F.C._2014/2015,Partick Thistle F.C.,2014/2015,0.10526315789473684,48,37,49,50,52,47,44,52,3
Partick Thistle F.C._2015/2016,Partick Thistle F.C.,2015/2016,-0.23684210526315788,48,47,47,53,60,46,46,49,4
PEC Zwolle_2013/2014,PEC Zwolle,2013/2014,-0.058823529411764705,47,49,50,50,54,46,44,51,4
PEC Zwolle_2014/2015,PEC Zwolle,2014/2015,0.47058823529411764,57,39,57,50,54,58,60,63,2
PEC Zwolle_2015/2016,PEC Zwolle,2015/2016,0.058823529411764705,45,56,57,50,58,58,60,63,2
Piast Gliwice_2009/2010,Piast Gliwice,2009/2010,-0.6666666666666666,30,45,45,35,70,65,70,60,2
Piast Gliwice_2013/2014,Piast Gliwice,2013/2014,-0.6,30,46,48,37,39,32,45,48,3
Piast Gliwice_2014/2015,Piast Gliwice,2014/2015,-0.16666666666666666,64,67,64,66,39,36,45,48,4
Piast Gliwice_2015/2016,Piast Gliwice,2015/2016,0.43333333333333335,64,67,64,66,39,36,45,48,4
Podbeskidzie Bielsko-Biała_2011/2012,Podbeskidzie Bielsko-Biała,2011/2012,-0.43333333333333335,54,51,48,47,42,47,57,48,3
Podbeskidzie Bielsko-Biała_2013/2014,Podbeskidzie Bielsko-Biała,2013/2014,-0.4,54,51,48,47,42,47,57,48,3
Podbeskidzie Bielsko-Biała_2014/2015,Podbeskidzie Bielsko-Biała,2014/2015,-0.26666666666666666,72,66,66,51,49,29,35,38,4
Podbeskidzie Bielsko-Biała_2015/2016,Podbeskidzie Bielsko-Biała,2015/2016,-0.3,68,66,66,51,49,29,35,38,4
Pogoń Szczecin_2013/2014,Pogoń Szczecin,2013/2014,0.3,67,54,56,62,67,47,47,63,2
Pogoń Szczecin_2014/2015,Pogoń Szczecin,2014/2015,0.06666666666666667,50,36,52,36,52,50,60,47,3
Pogoń Szczecin_2015/2016,Pogoń Szczecin,2015/2016,0.2,50,36,52,40,52,57,54,47,3
Polonia Bytom_2009/2010,Polonia Bytom,2009/2010,-0.06666666666666667,30,50,45,35,70,60,70,55,2
Polonia Bytom_2010/2011,Polonia Bytom,2010/2011,-0.5333333333333333,46,38,36,33,53,53,54,55,3
P. Warszawa_2009/2010,P. Warszawa,2009/2010,-0.43333333333333335,30,40,45,40,70,55,65,55,3
P. Warszawa_2010/2011,P. Warszawa,2010/2011,0.5,33,47,69,40,53,55,34,51,4
P. Warszawa_2011/2012,P. Warszawa,2011/2012,0.03333333333333333,34,45,39,67,74,31,32,50,4
Portsmouth_2009/2010,Portsmouth,2009/2010,-0.8421052631578947,70,70,70,70,55,40,70,40,2
PSV_2009/2010,PSV,2009/2010,1.2647058823529411,30,30,33,52,70,30,30,30,1
PSV_2010/2011,PSV,2010/2011,1.3235294117647058,63,30,67,65,68,57,37,64,2
PSV_2011/2012,PSV,2011/2012,1.1764705882352942,33,42,40,55,48,43,30,48,4
PSV_2013/2014,PSV,2013/2014,0.4411764705882353,54,45,55,58,55,43,50,48,4
PSV_2014/2015,PSV,2014/2015,1.7941176470588236,67,40,53,53,55,50,62,55,2
PSV_2015/2016,PSV,2015/2016,1.6470588235294117,67,43,53,44,28,40,40,48,3
Queens Park Rangers_2011/2012,Queens Park Rangers,2011/2012,-0.6052631578947368,57,58,60,48,48,42,51,44,4
Queens Park Rangers_2014/2015,Queens Park Rangers,2014/2015,-0.8157894736842105,52,53,53,54,54,50,44,54,4
Racing Santander_2009/2010,Racing Santander,2009/2010,-0.4473684210526316,45,55,70,70,65,45,55,50,2
Racing Santander_2010/2011,Racing Santander,2010/2011,-0.39473684210526316,53,56,73,72,39,47,37,53,4
Racing Santander_2011/2012,Racing Santander,2011/2012,-0.9210526315789473,43,44,61,71,50,50,50,68,2
Rangers_2009/2010,Rangers,2009/2010,1.4210526315789473,65,50,70,70,70,60,70,70,2
Rangers_2010/2011,Rangers,2010/2011,1.5526315789473684,51,33,48,67,79,46,47,51,2
Rangers_2011/2012,Rangers,2011/2012,1.2894736842105263,45,45,38,62,60,48,48,62,3
Rayo Vallecano_2011/2012,Rayo Vallecano,2011/2012,-0.5263157894736842,41,44,44,44,47,63,51,59,3
Rayo Vallecano_2013/2014,Rayo Vallecano,2013/2014,-0.8947368421052632,45,44,44,44,47,63,51,59,3
Rayo Vallecano_2014/2015,Rayo Vallecano,2014/2015,-0.5789473684210527,45,44,44,44,47,63,51,59,3
Rayo Vallecano_2015/2016,Rayo Vallecano,2015/2016,-0.5526315789473685,29,44,44,44,47,54,52,63,3
Real Betis Balompié_2011/2012,Real Betis Balompié,2011/2012,-0.23684210526315788,55,37,59,43,53,58,49,58,3
Real Betis Balompié_2013/2014,Real Betis Balompié,2013/2014,-1.105263157894737,59,37,59,43,53,58,49,58,3
Real Betis Balompié_2015/2016,Real Betis Balompié,2015/2016,-0.47368421052631576,59,37,59,43,53,58,49,58,3
Real Madrid CF_2009/2010,Real Madrid CF,2009/2010,1.763157894736842,55,30,70,60,70,65,40,65,2
Real Madrid CF_2010/2011,Real Madrid CF,2010/2011,1.8157894736842106,54,39,67,60,67,68,55,55,2
Real Madrid CF_2011/2012,Real Madrid CF,2011/2012,2.3421052631578947,45,35,71,54,73,49,60,68,2
Real Madrid CF_2013/2014,Real Madrid CF,2013/2014,1.736842105263158,50,41,68,54,72,39,49,65,2
Real Madrid CF_2014/2015,Real Madrid CF,2014/2015,2.1052631578947367,50,41,68,54,69,39,49,65,2
